Data Contents
"TIC, FULL_TOI_ID"
459903429,1671.01
445903569,1994.01
375850439,2051.01
337216118,4640.01
387423096,4644.01
251848941,178.04
97766057,4379.01
107440797,4393.01
8348911,2266.01
382625239,2388.01
43475220,2703.01
157572174,2861.01
408231638,2710.01
284122875,2592.01
409594381,4214.01
91555165,2345.02
289793076,108.01
50989813,2854.01
382045742,3355.01
290302491,3280.01
320327056,3276.01
178577607,2840.01
178170828,4401.01
277634430,771.01
114299824,1923.01
464300749,3362.01
354519019,2507.01
410552165,3653.01
99081059,4227.01
304100538,1116.01
251848941,178.01
232612416,1248.01
393196631,3441.01
178367144,966.01
323002911,3211.01
288636342,1692.01
334394274,3950.01
94986319,421.02
170102285,477.01
69068526,1196.01
470381900,1696.01
7548817,2583.01
231850364,2385.01
356016119,2094.01
26051436,3401.01
173260345,3393.01
97409519,113.01
27649847,521.01
237885040,2387.01
376838000,1618.01
11521555,2401.01
306337838,2397.01
175079720,3385.01
367855829,2253.01
329148988,2285.01
367607434,1542.01
430677414,1507.01
30329585,1175.01
232540264,1247.01
103633434,1235.01
424865156,1265.01
1400770435,1344.01
92783821,1336.01
405904232,1312.01
158324245,1161.01
232967440,1173.01
422838133,2116.01
270219048,2307.01
17416749,2118.01
316254876,1575.01
31852980,487.02
115242351,297.01
258917846,4557.01
461591646,2155.01
394570569,3488.01
307610438,831.01
448923766,3132.01
168449943,2983.01
315096343,2978.01
448775221,3133.01
398736713,2677.01
355096431,2185.01
420016507,2676.01
76761591,3340.01
305492348,3219.01
270238522,1514.01
470709084,1515.01
157586003,1626.01
112604564,1922.01
289988797,4178.01
116608612,1649.01
219698776,1243.01
417705690,1668.01
435680451,1762.01
1884091865,1697.01
176685457,1935.01
177244357,1538.01
269450900,1127.01
369864738,1112.01
276360911,1382.01
158241252,4443.01
281979481,274.01
167719618,4503.01
340458804,4510.01
436875934,4514.01
333674399,4511.01
456862677,4515.01
419957393,4519.01
398572544,4518.01
280096473,3262.01
343708863,4375.01
404243877,4520.01
348755723,633.01
39926974,4526.01
262715204,4538.01
380907135,4536.01
376939759,4532.01
610976842,4545.01
319610598,4509.01
102264230,4539.01
261867566,905.01
125739286,1934.01
9030119,4549.01
48276576,4263.01
268643535,4259.01
376981340,4528.01
387193925,4280.01
277099925,796.01
426077080,1087.01
89389197,1137.01
26017005,4535.01
406976746,1063.01
194179013,3332.01
4464022,4542.01
278415929,2245.01
464280516,3294.01
197807778,4402.01
149389419,4356.01
295593712,4418.01
79605791,4416.01
248111245,770.01
159989004,2686.01
379286801,1115.01
229384040,897.01
359357695,1880.01
270677031,2787.01
123898871,630.01
282498590,2492.01
47911178,471.01
122785299,4592.01
27774415,4456.01
260647166,1233.01
260647166,1233.02
231736113,1406.01
367616146,3704.01
79030066,2843.01
271042217,4428.01
21291176,3800.01
22683951,3798.01
315117300,2895.01
122596693,4435.01
13021029,439.01
95234976,3820.01
204650483,4551.01
369768787,4554.01
307849973,4567.01
107018378,4556.01
307849973,4567.02
418255064,4563.01
116848450,3652.01
158617175,3910.01
236775063,4052.01
387603144,4032.01
375981105,3934.01
209459275,559.01
232632239,4107.01
428963229,4026.01
377290815,1813.01
58463434,2003.01
288516853,2277.01
206897186,2797.01
141608198,210.01
443042089,3078.01
458589703,693.01
358516596,2132.01
336267424,2138.01
461968320,3066.01
385332171,2644.01
243014114,4512.01
418761354,4533.01
144441148,1837.01
121625070,3198.01
389525208,154.01
238176110,116.01
355636844,146.01
244161191,278.01
278775625,921.01
247283596,3551.01
117979694,424.01
163260812,3098.01
415143674,4228.01
285677945,1571.01
173711153,3615.01
306996324,776.02
252118701,3685.01
422385684,2561.01
52041724,1589.01
219205407,946.01
50309953,1109.01
178284730,418.01
300557619,928.01
62530991,2585.01
285272237,3681.01
354518617,2540.02
362249359,833.01
234825296,536.01
245509452,3688.01
240989628,3690.01
362026280,2712.01
330135981,3604.01
132320310,3436.01
155867025,3714.01
150074121,3719.01
399144800,1213.01
87091417,3743.01
399954349,4593.01
82622707,3748.01
80778619,3116.01
255760319,814.01
308073360,3837.01
379240073,1079.01
343952976,4283.01
445837596,3896.01
461867584,1039.01
55748194,3885.01
341186896,999.01
207277638,989.01
133654092,975.01
68035558,3917.01
139118482,3914.01
120255950,4584.01
23769326,3919.01
422514153,3930.01
173818213,2853.01
77527511,613.01
161477033,553.02
36724087,732.02
145249556,4253.01
362103298,4573.01
425997655,174.03
320503729,3953.01
36724087,732.01
425997655,174.01
103245940,2967.01
91869778,2736.01
144970275,3423.01
67566164,4196.01
48451130,4571.01
41995709,4192.01
63898957,261.02
381976956,866.01
332579116,4197.01
350618622,201.02
407313319,4017.01
319282294,4229.01
141405814,4225.01
238932509,841.01
406634633,4028.01
286153328,4247.01
309257814,171.02
280035202,4094.01
341272282,4268.01
153896150,4123.01
178657161,4269.01
170789802,4508.01
264295655,4097.01
237235093,4102.01
466840711,839.01
120247528,1071.01
67630845,2408.01
360714300,3359.01
453677947,3128.01
299798795,1224.01
271806353,2209.01
88840705,2318.01
284288093,2766.01
263075864,2614.01
361998994,3189.01
86021841,3339.01
248387177,2425.01
377420580,1500.01
128531633,4334.01
453387619,1703.01
200593988,526.01
188593930,320.01
394287035,2328.01
233831759,3614.01
150167117,919.01
349790953,632.01
291147951,3541.01
177115354,1226.01
248250955,4552.01
158561566,1267.01
362709886,4420.01
352229268,4419.01
67418624,1598.01
178819686,763.01
281781375,204.01
92363023,2689.01
211446495,2982.01
343628284,1448.01
219766989,2354.01
143282930,2509.01
21832928,2128.01
234832821,2590.01
620780629,3620.01
242536549,1953.01
92359850,387.01
155001079,2434.01
207237016,917.01
427654774,1474.01
9804616,460.01
243185500,1468.02
252616865,1482.01
427761355,1518.01
219821826,2258.01
312862941,1638.01
238086647,510.01
431899140,1596.01
169448297,2720.01
45296362,3019.01
286561122,1658.01
237552878,2748.01
284441182,1470.01
448358913,3496.01
437333618,843.01
52368076,125.02
67782629,2454.01
33091590,2495.01
4729001,2941.01
101230735,1060.01
50712784,1912.01
468845640,1396.01
44647437,435.01
234489976,2308.01
72668830,4296.01
389900760,2120.01
39200363,2133.01
238335094,2833.01
385400633,3702.01
158167408,4444.01
381714186,1839.01
23229805,4451.01
138644215,4455.01
408636441,1759.01
137899948,4446.01
189852832,3805.01
183120439,169.01
311239796,2715.01
219239945,701.01
140287227,2801.01
74274839,2919.01
159951311,265.01
232052748,2795.01
150098860,220.01
90544017,1038.01
31858844,1070.01
174143743,726.01
357801293,3015.01
271168962,828.01
29831208,124.01
198153540,1798.02
169461816,3563.01
298372701,906.01
273985865,1208.01
336840314,4085.01
88992642,2145.01
369376388,2486.01
452964680,3673.01
271169413,4559.01
160328683,2496.01
381897917,4565.01
400786146,4564.01
312689217,3738.01
288631580,1659.01
252430813,3706.01
158025009,1416.01
452375478,2463.01
4605846,3813.01
142562395,3854.01
347210614,3995.01
207084429,381.01
349488688,2319.01
252049912,3969.01
301051430,923.01
353038705,1389.01
160222069,854.01
306338882,856.01
648958344,4073.01
25155310,114.01
356786657,4040.01
470127886,2031.01
219187649,676.01
289264348,4011.01
280315875,4012.01
434486077,743.01
219195044,714.02
410214986,200.01
131347421,3348.01
389070884,911.01
437329044,1982.01
322270620,1083.01
69819610,2324.01
141631253,2987.01
280437559,969.01
317951248,995.01
200807066,869.01
156115721,1006.01
375223080,1095.01
356919658,1863.01
87090944,1677.01
89535068,1983.01
260298958,2205.01
447206604,1999.01
355509914,202.01
350153977,908.01
142117976,2273.01
220475245,934.01
295947393,2516.01
159098316,4475.01
37575651,568.01
42763678,2728.01
267572272,4489.01
149845414,2545.01
272645619,3094.01
239332587,4481.01
437242640,744.01
67535663,4299.01
44898913,4306.01
219345200,706.01
158002130,1180.01
138361973,1166.01
34077285,880.02
74534430,687.01
446549905,1110.01
274911536,3092.01
237222864,1255.01
258801269,1400.01
364107753,909.01
119089245,3337.01
149601557,1033.01
267373896,3587.01
358186451,3578.01
405862830,1126.01
151681127,671.01
445137888,1536.01
443341002,3077.01
364427226,3087.01
300038935,1228.01
470783598,3697.01
80682484,2810.01
394657039,159.01
437156845,2855.01
263003176,130.01
407146536,4279.01
417931607,1451.01
369960846,1077.01
396368313,1882.01
464711858,3058.01
387259626,1455.01
11561667,730.01
331297805,3196.01
269509393,1513.01
330014070,3200.01
403256331,1583.01
329921262,3201.01
125735470,1606.01
422756130,1695.01
83395136,3255.01
241173474,1708.01
364072092,3310.01
142087638,2404.02
152852327,2643.01
259962054,203.01
363260203,1037.01
321802774,3206.01
59843967,474.01
67309890,1484.01
311565540,3316.01
251384275,1565.01
303617735,3325.01
335483600,1480.01
141776043,962.01
383390264,1098.01
201292545,289.01
49046332,2991.01
164150539,1372.01
132963419,3104.01
84599716,4615.01
468472950,1395.01
18373995,4617.01
146467673,2694.01
194795551,3331.01
311035838,1419.01
374829238,785.01
299780329,1869.01
23389848,2151.01
36718161,2994.01
82128636,666.01
49967354,2164.01
142087638,2404.01
294981566,1219.01
299897516,2391.01
317417916,2781.01
170405772,3395.01
240681314,1477.01
133334108,637.01
101955023,667.01
193413306,1091.01
403135192,2226.01
234330672,2217.01
96973930,2241.01
100099031,353.01
363914762,812.01
260797169,2188.01
131743355,583.01
203476998,3245.01
365673804,1735.01
280803917,2212.01
154568734,2436.01
7274938,4215.01
201154493,1594.01
309913305,3090.01
131979339,586.01
238004786,539.01
354469661,1580.01
317546777,2780.01
340144218,2893.01
90448944,1043.01
297967252,1025.01
356200601,3016.01
420645189,1897.02
385624852,1041.01
144124187,2395.01
31268146,1948.01
192003741,2907.01
370138999,3260.01
374095457,779.01
341815767,1819.01
30825828,4237.01
371864043,3041.01
242120884,1966.01
448589187,2642.01
279425357,739.01
357202877,3010.01
34737413,2998.01
382474101,349.01
254113311,1130.02
427740976,4608.01
166739520,190.01
93093765,3115.01
179308757,800.01
391903064,3353.01
278968371,3508.01
219860288,1743.01
232650365,1746.01
13424053,3546.01
364074068,1756.01
224271611,347.01
366443426,4304.01
269269740,3549.01
232982938,1828.01
184468386,3559.01
198385543,1846.01
9032368,373.01
289100911,3584.01
280830734,188.01
77031413,368.01
251878904,366.01
190479710,3591.01
33911302,341.01
69838258,339.01
237603062,4202.01
206686292,298.01
327952677,295.01
254142310,3281.01
229091748,382.01
139357541,328.01
9727392,236.01
120585579,242.01
166836920,267.01
189380158,3630.01
259511357,271.01
391821647,708.01
257567854,403.01
219388773,399.01
40083958,851.01
186614891,3642.01
156987351,476.01
238374636,1023.01
148228019,527.01
293853437,629.01
33690636,891.01
7561203,991.01
275887811,3543.01
1103432,565.01
78154865,638.01
151959065,673.01
271596225,797.02
30312676,817.01
259592689,429.01
236815160,1307.01
9837861,1679.01
274942910,1325.01
463590116,3061.01
261369656,1119.01
128790976,1124.01
201604954,1066.01
67300566,3756.01
3364732,3771.01
136848581,1314.01
438295981,888.01
457104362,3787.01
120960812,1237.01
164458714,4589.01
23434737,1203.01
252876117,3809.01
416539317,3794.01
300871545,184.01
149995163,3815.01
801354155,3829.01
387664866,1331.01
19547831,4240.01
233529335,4585.01
416534875,4586.01
445807396,3830.01
21279791,2582.01
154616309,3397.01
15565627,1316.01
115771549,1409.01
148004811,2755.01
208030798,3440.01
229791084,1864.01
468828873,1672.01
359271092,741.01
383531543,3863.01
46096489,818.01
1001477809,3864.01
159815224,2174.01
157667414,4576.01
167403519,1320.01
134404603,609.01
259151170,1567.01
101643582,3882.01
419946164,3164.01
270649648,3431.01
3808740,3895.01
20303110,3983.01
64214215,3530.01
432114158,3763.01
280254984,3758.01
339207847,3727.01
338065029,3944.01
425997655,174.02
367333043,3938.01
456042145,3924.01
444558604,4079.01
399444057,4083.01
256867493,3967.01
366972162,4170.01
420446142,3990.01
29191596,1792.01
467580267,3668.01
45048546,2924.01
120757718,1236.01
307809773,4599.02
284528889,3999.01
307809773,4599.01
147804034,2800.01
344140617,2880.01
398502253,3172.01
294385899,3227.01
256158543,3329.01
467651916,4602.01
376682699,1511.01
53875855,1491.01
241196395,1784.01
57193198,4076.01
157225097,1854.01
373693175,1810.01
233535738,4106.01
137420801,4128.01
260304296,187.01
458876004,3677.01
1400212743,2113.01
437248515,683.01
406926040,4151.01
371711170,4143.01
467331291,4155.01
47384844,1022.01
315398848,3314.01
394561119,1107.01
403911354,3169.01
28873762,3684.01
308034948,1206.01
354151219,3663.01
13533330,3686.01
238059180,386.01
394346745,2487.01
22384839,3120.01
327017634,1202.01
354006740,1665.01
395926728,3483.01
406672232,1263.01
255865833,4050.01
133505138,4359.01
52307802,4360.01
297361900,4366.01
116483734,1412.01
299945285,794.01
404340025,834.01
150437346,2220.01
81077799,3492.01
233602827,1749.01
382602147,2384.01
77175217,4328.01
50379036,4350.01
219338557,133.01
220479565,269.01
117979897,443.01
408159788,420.01
160037058,2573.01
355655412,2890.01
366622912,515.01
179155220,964.01
163030461,3099.01
372068780,4305.02
242460075,3236.01
354944123,4342.02
62301521,4341.01
80275202,610.01
142937186,2427.01
39858507,3460.01
140706664,1020.01
369965258,2390.01
228507250,309.01
102030574,305.01
354944123,4342.01
138294130,2012.01
412259468,3357.01
12423815,234.01
349408306,2637.01
201186294,1634.01
304021498,1031.01
122617317,4311.02
407394748,1623.01
15863518,1713.01
146776480,2605.01
202426247,1860.01
360822008,3274.01
178959058,4332.01
23059280,2137.01
316402246,1498.01
284738182,612.01
201177276,2379.01
144645881,4333.01
144065872,105.01
371673488,1497.01
37718056,1908.01
272828463,1509.01
414870287,1499.01
173612049,1537.01
409520860,1547.01
405794804,1556.01
306362738,479.01
133107143,3403.01
118603213,3384.01
220459826,872.01
445144327,1586.01
238162973,3435.01
131025778,3374.01
128463355,593.01
428065977,1503.01
416987878,1392.01
363083571,3449.01
407166076,3471.01
334811204,2063.01
12862099,259.01
29781292,282.02
219499488,4063.01
239816546,2570.01
458995583,3068.01
458647887,2586.01
312122956,1661.01
42821097,548.01
177126182,982.01
257060897,4138.01
266401846,3699.01
39573090,4142.01
402898317,2093.01
232568235,2260.01
71345362,2691.01
461662295,1711.01
235678745,2095.02
207425167,1812.02
229747848,1347.02
101721385,2129.01
300293197,211.01
229047362,767.01
279251651,419.01
81831095,1675.01
123664207,2493.01
124702477,2511.01
179034327,444.01
411796826,3167.01
359496368,1178.01
16102323,1164.01
290348383,1099.01
112316665,2577.01
271581073,1101.01
233503636,1871.01
259126549,1401.01
232976128,1249.01
161568891,2684.01
33521996,468.01
277566483,1356.01
441453629,2559.01
198356533,1437.01
468997317,1986.01
198187049,2069.01
441765914,2088.01
88977253,496.01
231076038,2618.01
229111835,302.01
280655495,3364.01
354442783,3712.01
267263253,135.01
183532609,191.01
72090501,651.01
31697707,3290.01
357048995,5727.01
76197937,2172.01
36227841,4236.01
437011608,5082.01
231559817,4836.01
408094424,3932.01
388934707,2774.01
332564140,5400.01
253030300,3795.01
4999813,2878.01
191671884,2908.01
453396346,3130.01
385654601,4211.01
360816296,3145.01
314338017,1524.01
280307604,4800.01
332534326,2714.01
456560485,3296.01
4711,3129.01
381982417,3303.01
193773468,4118.01
198616607,4116.01
219924802,3282.01
166220082,3284.01
319735319,2779.01
44791617,2701.01
38399060,2692.01
200320748,2683.01
32677675,2704.01
704012376,3774.01
372747949,4169.01
319473643,2739.01
147437399,2756.01
250803548,3687.01
35636165,2776.01
139445621,2696.01
258983679,2593.01
356206412,2950.01
380775661,3305.01
411608801,1494.01
156887426,2799.01
140019355,2885.01
149022647,3446.01
410372968,3267.01
15692883,1493.01
71347873,2293.01
443961200,5484.01
47937361,4131.01
326919774,1552.01
267712001,3054.01
98620619,3736.01
310094771,3902.01
302798365,2946.01
160390955,3568.01
268496304,2825.01
452464529,3025.01
143687316,3721.01
302381397,4088.01
419029830,2860.01
92992033,647.01
145023816,3421.01
144956678,596.01
120896927,402.01
163262555,3097.01
288224503,3051.01
231297123,2405.01
325468685,2313.01
9006668,238.01
224298134,2079.01
269558487,855.01
286201103,6008.01
316606244,3579.01
123627908,2515.01
133655284,3378.01
262258341,2481.01
443115574,2538.01
395514100,3137.01
459913687,4198.01
190998418,1463.01
147430118,2508.01
206466531,410.01
9392421,1822.01
277871306,2664.01
366484980,4411.01
325682877,4363.01
463508231,2956.01
97568467,2497.01
412257781,2863.01
31054498,2541.01
98286422,2835.01
310537530,2896.01
311408969,2122.01
192076548,2668.01
122441491,4473.01
119292328,512.01
286152207,2945.01
366576758,514.01
253044312,3869.01
305767364,4381.01
407243316,4018.01
420680343,4136.01
193782529,3333.01
158697949,4204.01
1101909431,3921.01
200090347,4209.01
68035559,2484.01
47601197,2350.01
399642071,4337.01
49899799,416.01
270457662,3434.01
241752370,3238.01
237332812,4352.01
345996087,1329.01
431514478,1475.01
131581522,2816.01
42755801,894.01
176796997,926.01
143350972,440.01
329145325,1501.01
204317710,255.01
43647325,423.01
231289421,847.01
21535395,1776.01
259377017,270.03
57753734,3510.01
316652224,3047.01
51024887,1632.01
329373799,3605.01
325680697,414.01
373033374,3039.01
35857242,400.01
329672278,4960.01
289164482,2274.01
144401492,1803.01
157115010,4319.01
187861378,4216.01
318022259,1730.01
219379012,397.01
250386181,390.01
464328419,2954.01
423670610,850.01
318022259,1730.02
445946478,2737.01
29054413,1631.01
22121296,4239.01
99834717,1780.01
467265105,3923.01
29191624,1777.01
229938290,1783.01
437560683,3012.01
33651215,2927.01
298981199,2470.01
281459670,110.01
51912829,180.01
372913430,861.01
238164799,4362.01
363202582,3188.01
139251123,2488.01
344568128,3045.01
310294189,3498.01
32460142,4382.01
408416746,4324.01
147660201,670.01
443213925,2523.01
378227267,3179.01
320281287,3998.01
408137826,941.01
326662822,3204.01
303432813,5076.01
46999289,3398.01
66151343,2846.01
148883384,2522.01
452803785,1483.01
146434840,956.01
37084932,879.01
162695785,1970.01
146520535,942.01
202425357,5386.01
219016883,5238.01
441658213,5644.01
196066560,6077.01
145904365,3419.01
124379043,2803.01
125552076,3856.01
313554509,4388.01
259863352,1051.01
297148017,4179.01
319968129,5070.01
128558444,6009.01
123007594,3517.01
396896334,2711.01
313889049,4349.01
438490744,529.01
410528770,1502.01
160077104,2287.01
384744828,4383.01
70524163,2421.01
358253047,4351.01
356747847,1958.01
403224672,141.01
150388393,3876.01
345697569,3941.01
312469860,1530.01
318668441,3210.01
131419878,720.01
162802770,2641.01
147456499,2659.01
32283946,845.01
61980227,2316.01
120896927,402.02
332660287,2713.01
25334160,885.01
164652245,5980.01
166184428,4336.01
138727432,853.01
146165619,2377.01
170367033,2752.01
439366538,2374.01
258804746,2431.01
281196902,3755.01
355446093,2314.01
32487566,2386.01
160045097,1782.01
128135100,2824.01
321068176,2409.01
248391319,2410.01
433546897,3162.01
221785300,3489.01
441614965,5707.01
229618478,5737.01
237185205,1191.01
348437470,3664.01
407772585,3298.01
389182138,1391.01
